pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_teff,st_rad,st_mass,discoverymethod,disc_year,pl_controv_flag,sy_dist
HD 143361 b,HD 143361,1039.15,1.988,12.9,1382.55357045,,,5507.0,0.916,0.968,Radial Velocity,2008.0,0,68.5146
HD 143811 AB b,HD 143811 A,117000.0,63.0,15.69257298,1938.7532827,,1042.0,6791.0,1.68398,1.32,Imaging,2025.0,0,136.608
HD 144899 b,HD 144899,40.43914,0.242,4.77,20.34101805,,,6126.0,1.64802,1.16,Radial Velocity,2022.0,0,115.665
HD 145377 b,HD 145377,103.95,0.45,12.8,1913.3366,,,6014.0,1.05,1.2,Radial Velocity,2008.0,0,53.4884
HD 145457 b,HD 145457,176.13,0.762,13.2,888.01256916,,,4757.0,9.9,1.9,Radial Velocity,2010.0,0,135.292
HD 145675 c,14 Her,15732.45889,20.0,12.6,2510.8444153,,,5338.0,0.93,0.97,Radial Velocity,2021.0,0,17.9323
HD 145934 b,HD 145934,2751.53433,4.89,13.4,658.5404593,,,4823.75,6.930587,2.058,Radial Velocity,2015.0,0,227.881
HD 1461 b,HD 1461,5.77152,0.0634,2.42,6.44,,,5765.0,1.152288,1.02,Radial Velocity,2010.0,0,23.4534
HD 1461 c,HD 1461,13.5052,0.1117,2.23,5.59,,,5765.0,1.152288,1.02,Radial Velocity,2015.0,0,23.4534
HD 147018 b,HD 147018,44.236,0.2388,13.4,674.0,,,5441.0,0.937948,0.927,Radial Velocity,2009.0,0,40.4256
HD 147018 c,HD 147018,1008.0,1.922,12.7,2080.0,,,5441.0,0.937948,0.927,Radial Velocity,2009.0,0,40.4256
HD 147379 b,HD 147379,86.58,0.3193,4.94,21.6,,,4090.0,0.628304,0.58,Radial Velocity,2017.0,0,10.7643
HD 147513 b,HD 147513,528.4,1.32,13.7,385.0,,,5883.0,0.98,1.11,Radial Velocity,2003.0,1,12.9032
HD 14787 b,HD 14787,676.6,1.7,13.7,356.28743,,,4946.0,5.01,1.43,Radial Velocity,2018.0,0,119.137
HD 147873 b,HD 147873,116.596,0.522,12.8,1633.6462,,,5972.0,2.29,1.38,Radial Velocity,2016.0,0,109.055
HD 147873 c,HD 147873,491.54,1.36,13.3,731.009,,,5972.0,2.29,1.38,Radial Velocity,2016.0,0,109.055
HD 148156 b,HD 148156,1027.0,2.45,13.9,270.144,,,6308.0,1.21,1.22,Radial Velocity,2009.0,0,57.1289
HD 148164 b,HD 148164,328.55,0.993,13.7,390.9309,,,6032.0,1.34,1.21,Radial Velocity,2018.0,0,77.1971
HD 148164 c,HD 148164,5062.0,6.15,12.8,1640.0028,,,6032.0,1.34,1.21,Radial Velocity,2018.0,0,77.1971
HD 149026 b,HD 149026,2.87589,0.04364,8.29466,120.7754,1095.91,1626.0,6179.0,1.41,1.42,Radial Velocity,2005.0,0,75.8643
HD 149143 b,HD 149143,4.07182,0.053,13.6,422.7139,,,5856.0,1.44,1.2,Radial Velocity,2005.0,0,73.2801
HD 149806 b,HD 149806,16521.52778,12.404,12.3,4003.68444298,,,5352.05,0.89,0.93,Radial Velocity,2022.0,0,20.2727
HD 150010 b,HD 150010,562.0,1.4,13.3,762.7881768,,,4153.0,16.2,1.3,Radial Velocity,2022.0,0,144.49
HD 1502 b,HD 1502,428.5,1.262,13.2,874.0325,,,4947.0,4.67,1.46,Radial Velocity,2011.0,0,190.953
HD 150706 b,HD 150706,5894.0,6.7,13.3,772.32302901,,,5961.0,0.96,1.17,Radial Velocity,2012.0,0,28.2697
HD 151450 b,HD 151450,21.89288,0.16,6.94,38.45723725,,,6091.98,1.17184,1.14,Radial Velocity,2022.0,0,43.6002
HD 151450 c,HD 151450,18144.76236,14.131,12.8,1636.18063924,,,6091.98,1.17184,1.14,Radial Velocity,2022.0,0,43.6002
HD 152079 b,HD 152079,2918.92,4.187,13.2,845.74563,,,5907.0,1.128,1.147,Radial Velocity,2009.0,0,87.8888
HD 152581 b,HD 152581,686.5,1.66,13.4,594.02427,,,5027.0,5.14,1.3,Radial Velocity,2011.0,0,165.76
HD 152843 b,HD 152843,11.62071,0.1049,3.05,9.82,265.4,1003.11,6310.0,1.43,1.15,Transit,2021.0,0,107.898
HD 152843 c,HD 152843,19.502104,0.1482,5.94,9.67,133.1,253.08,6310.0,1.43,1.15,Transit,2021.0,0,107.898
HD 15337 b,HD 15337,4.7559804,0.05245,1.77,6.519,404.5595,1001.0,5131.0,0.855,0.829,Transit,2019.0,0,44.8155
HD 15337 c,HD 15337,17.180546,0.1235,2.526,6.792,45.0685,656.1,5131.0,0.855,0.829,Transit,2019.0,0,44.8155
HD 153557 b,HD 153557,7.29903,0.068,4.77,20.34101805,,,4837.0,0.745171,0.79,Radial Velocity,2022.0,0,17.9412
HD 153557 c,HD 153557,15.27018,0.111,4.36,17.48056238,,,4837.0,0.745171,0.79,Radial Velocity,2022.0,0,17.9412
HD 153557 d,HD 153557,40654.64809,21.449,11.9,8725.66108578,,,4837.0,0.745171,0.79,Radial Velocity,2022.0,0,17.9412
HD 153950 b,HD 153950,499.39999,1.28,13.2,937.5985,,,6124.0,1.28,1.25,Radial Velocity,2008.0,0,48.4549
HD 154088 b,HD 154088,18.56,0.134,2.46,6.6,,,5374.0,0.95,0.91,Radial Velocity,2021.0,0,18.2692
HD 154345 b,HD 154345,3280.0,4.158,13.7,376.9444907,,,5468.0,0.85,0.89,Radial Velocity,2006.0,0,18.284
HD 154391 b,HD 154391,5163.0,7.46,12.5,2892.2385037,,,4909.0,8.56,2.07,Radial Velocity,2023.0,0,100.947
HD 154672 b,HD 154672,163.94,0.6,12.8,1706.7471,,,5743.0,1.32,1.18,Radial Velocity,2008.0,0,63.0484
HD 154857 b,HD 154857,408.60001,1.29,13.3,778.6835,,,5589.0,2.3,1.96,Radial Velocity,2004.0,0,63.4482
HD 154857 c,HD 154857,3452.0,5.36,13.2,819.97,,,5605.0,1.76,1.718,Radial Velocity,2014.0,0,63.4482
HD 155193 b,HD 155193,352.65,1.04,14.0,238.37130525,,,6239.0,1.76439,1.221,Radial Velocity,2021.0,0,57.7995
HD 155358 b,HD 155358,194.3,0.63,13.8,314.6517,,,5905.0,1.38,1.15,Radial Velocity,2007.0,0,43.6197
HD 155358 c,HD 155358,391.9,1.02,13.9,261.0,,,5900.0,1.38,0.92,Radial Velocity,2007.0,0,43.6197
HD 155918 b,HD 155918,1.87567,0.03,2.67,7.62788177,,,5771.84,1.01906,1.03,Radial Velocity,2022.0,0,27.561
HD 155918 c,HD 155918,17202.19446,13.183,12.8,1878.04805696,,,5771.84,1.01906,1.03,Radial Velocity,2022.0,0,27.561
HD 156098 b,HD 156098,21.85849,0.167,4.12,15.89142035,,,6419.19,2.75716,1.29,Radial Velocity,2022.0,0,48.249
HD 156098 c,HD 156098,7841.5839,8.415,12.8,1661.6069118,,,6419.19,2.75716,1.29,Radial Velocity,2022.0,0,48.249
HD 156279 b,HD 156279,133.40355,0.502,12.5,2997.75753482,,,5453.0,0.95,0.94,Radial Velocity,2011.0,0,36.1945
HD 156279 c,HD 156279,4818.25358,5.486,12.5,3098.82696825,,,5453.0,0.95,0.94,Radial Velocity,2018.0,0,36.1945
HD 156411 b,HD 156411,842.2,1.88,14.0,235.18,,,5900.0,2.16,1.25,Radial Velocity,2009.0,0,56.8655
HD 156668 b,HD 156668,4.6455,0.05,1.87,4.15,,,4850.0,0.72,0.772,Radial Velocity,2010.0,0,24.3323
HD 156668 c,HD 156668,811.3,1.57,6.17,31.49679513,,,4903.69,0.774528,0.785167,Radial Velocity,2021.0,0,24.3323
HD 156846 b,HD 156846,359.51001,1.12,12.4,3391.2461,,,6090.0,1.9,1.38,Radial Velocity,2007.0,0,47.7332
HD 158038 b,HD 158038,521.0,1.5,13.5,486.2799,,,4860.0,4.5,1.3,Radial Velocity,2011.0,0,94.8625
HD 158259 b,HD 158259,2.178,,1.28228,2.22,759.183,1462.0,5801.89,1.21,1.08,Radial Velocity,2020.0,0,27.0498
HD 158996 b,HD 158996,820.2,2.1,12.3,4449.62,,,4069.0,50.3,1.8,Radial Velocity,2018.0,0,283.659
HD 15906 b,HD 15906,10.924709,0.09,2.24,5.65,33.14,668.0,4757.0,0.762,0.79,Transit,2023.0,0,45.5621
HD 15906 c,HD 15906,21.583298,0.141,2.93,8.91,13.37,532.0,4757.0,0.762,0.79,Transit,2023.0,0,45.5621
HD 159243 b,HD 159243,12.62,0.11,13.7,359.13,,,6123.0,1.12,1.125,Radial Velocity,2013.0,0,73.3055
HD 159243 c,HD 159243,248.4,0.8,13.4,603.9,,,6123.0,1.12,1.125,Radial Velocity,2013.0,0,73.3055
HD 159868 b,HD 159868,1184.1,2.32,13.3,704.94694,,,5534.0,2.13,1.19,Radial Velocity,2006.0,0,55.8503
HD 159868 c,HD 159868,351.0,1.032,14.0,244.09344,,,5534.0,2.13,1.19,Radial Velocity,2012.0,0,55.8503
HD 1605 b,HD 1605,577.2,1.492,13.8,296.85322,,,4915.0,3.49,1.33,Radial Velocity,2015.0,0,88.8047
HD 1605 c,HD 1605,2149.0,3.584,13.0,1150.5446,,,4915.0,3.49,1.33,Radial Velocity,2015.0,0,88.8047
HD 160691 d,HD 160691,9.6392,0.0952,3.23,10.49,,900.0,5773.0,1.33,1.13,Radial Velocity,2004.0,0,15.5981
HD 161178 b,HD 161178,279.3,0.85,14.1,181.16219199,,,4786.0,10.95,1.06,Radial Velocity,2021.0,0,107.188
HD 16141 b,HD 16141,75.523,0.36,10.9,82.6358,,,5757.0,1.48,1.11,Radial Velocity,2000.0,0,37.7861
HD 16175 b,HD 16175,990.0,2.12,12.8,1875.1876013,,,5981.0,1.72,1.63,Radial Velocity,2009.0,0,59.859
HD 162020 b,HD 162020,8.4282,0.08,12.5,3127.4472,,650.0,4723.0,0.75,0.42,Radial Velocity,2002.0,0,30.8248
HD 163607 b,HD 163607,75.2203,0.362,13.9,249.051588,,,5522.0,1.76,1.12,Radial Velocity,2010.0,0,67.7855
HD 163607 c,HD 163607,1272.0,2.39,13.3,699.54383,,,5522.0,1.76,1.12,Radial Velocity,2010.0,0,67.7855
HD 16417 b,HD 16417,17.24,0.14,5.0,22.1,,,5841.0,1.639984,1.2,Radial Velocity,2008.0,0,25.3936
HD 164509 b,HD 164509,280.17,0.87,14.3,140.79869,,,5859.0,1.11,1.12,Radial Velocity,2010.0,0,53.1119
HD 164595 b,HD 164595,40.0,0.23,4.16,16.14,,,5790.0,1.023606,0.99,Radial Velocity,2015.0,0,28.254
HD 164604 b,HD 164604,653.9,1.362,12.3,4195.3349724,,,4663.0,0.78,0.77,Radial Velocity,2009.0,0,39.3633
HD 164604 c,HD 164604,5387.0,5.556,12.5,3019.3698665,,,4663.0,0.78,0.77,Radial Velocity,2026.0,0,39.3633
HD 164922 b,HD 164922,1207.0,2.16,13.3,116.0,0.1578,159.4,5390.0,0.946,0.926,Radial Velocity,2005.0,0,22.0016
HD 164922 c,HD 164922,75.74,0.341,3.66,13.0,6.29,400.5,5390.0,0.946,0.926,Radial Velocity,2016.0,0,22.0016
HD 164922 d,HD 164922,12.458,0.103,1.83,4.0,,,5390.0,0.946,0.926,Radial Velocity,2020.0,0,22.0016
HD 164922 e,HD 164922,41.763,0.2292,3.23,10.52012027,,,5393.43,1.001813,0.921146,Radial Velocity,2021.0,0,22.0016
HD 165131 b,HD 165131,2342.6,3.54,12.1,5943.3912109,,,5870.0,1.06419,1.06,Radial Velocity,2023.0,0,57.4263
HD 165155 b,HD 165155,434.5,1.13,13.2,918.5287,,,5426.0,0.95,1.02,Radial Velocity,2016.0,0,63.3574
HD 1666 b,HD 1666,270.0,0.94,12.7,2040.0,,,6317.0,1.93,1.5,Radial Velocity,2015.0,0,117.908
HD 166724 b,HD 166724,5144.0,5.42,13.0,1207.7479466,,,5127.0,0.797485,0.81,Radial Velocity,2012.0,0,45.1342
HD 167042 b,HD 167042,417.67,1.22,13.6,444.00628458,,,4919.0,4.63,1.39,Radial Velocity,2007.0,0,49.6633
HD 167677 b,HD 167677,1820.0,2.877,13.2,905.81095995,,,5474.0,0.95271,0.96,Radial Velocity,2023.0,0,54.3258
HD 167768 b,HD 167768,20.6532,0.1512,13.9,270.15414595,,,4851.0,9.7,1.08,Radial Velocity,2022.0,0,107.214
HD 168009 b,HD 168009,15.1479,0.1192,3.05,9.53485221,,,5778.33,1.209505,0.986073,Radial Velocity,2021.0,0,23.3032
HD 168443 b,HD 168443,58.11187,0.292,12.6,2424.3950886,,,5491.0,1.711479,0.98,Radial Velocity,1998.0,0,39.6245
HD 168443 c,HD 168443,1753.1096,2.842,12.2,5500.33841154,,,5491.0,1.711479,0.98,Radial Velocity,2000.0,0,39.6245
HD 168746 b,HD 168746,6.404,0.07,11.1,85.8141,,900.0,5570.0,1.09,1.07,Radial Velocity,2002.0,0,41.5681
HD 168863 b,HD 168863,14773.93272,10.961,12.7,2154.87659946,,,4905.0,0.777826,0.8,Radial Velocity,2022.0,0,39.8979
HD 1690 b,HD 1690,533.0,1.36,12.5,2793.7257,,,4374.0,21.66,1.86,Radial Velocity,2010.0,0,752.615
HD 16905 b,HD 16905,10256.0,8.8,12.4,3591.4609991,,,4866.12,0.77494,0.85,Radial Velocity,2022.0,0,39.7401
HD 169830 b,HD 169830,225.67372,0.765,13.2,804.42369812,,345.0,6300.0,1.935709,1.17,Radial Velocity,2000.0,0,37.6048
HD 169830 c,HD 169830,1818.82339,3.075,12.6,2437.42605328,,,6300.0,1.935709,1.17,Radial Velocity,2003.0,0,37.6048
HD 170469 b,HD 170469,1145.0,2.24,14.1,209.7678,,,5842.0,1.24,1.1,Radial Velocity,2007.0,0,60.178
HD 17092 b,HD 17092,359.89999,1.31,12.5,3219.6179,,,4326.0,13.58,6.73,Radial Velocity,2007.0,0,228.422
HD 171028 b,HD 171028,550.0,1.32,13.2,832.7146,,,5671.0,2.47,1.53,Radial Velocity,2007.0,0,111.659
HD 171238 b,HD 171238,1515.0,2.518,12.5,2796.8899816,,,5467.0,1.01,0.92,Radial Velocity,2009.0,0,44.8113
HD 17156 b,HD 17156,21.2164294,0.1632,12.26262489,1036.12060682,68.8,888.0,6046.0,1.517,1.285,Radial Velocity,2007.0,0,78.0863
HD 173416 b,HD 173416,322.03,1.158,13.4,585.12209729,,,4683.0,13.5,2.0,Radial Velocity,2008.0,0,132.184
HD 174205 b,HD 174205,582.0,1.7,13.0,1334.8793094,,,4308.0,26.6,1.8,Radial Velocity,2022.0,0,234.027
HD 175167 b,HD 175167,1175.0,2.4,12.3,4703.8604236,,,5635.0,1.75,1.09,Radial Velocity,2009.0,0,71.0863
HD 175541 b,HD 175541,298.43,0.975,14.1,190.06234,,,5013.0,4.19,1.39,Radial Velocity,2007.0,0,129.603
HD 17674 b,HD 17674,623.8,1.42,13.9,276.5121,,,5904.0,1.18,0.98,Radial Velocity,2017.0,0,44.4264
HD 176986 b,HD 176986,6.49164,0.062956,,1487.75477317,81.7,767.0,4931.0,0.782,0.789,Radial Velocity,2017.0,0,27.7843
HD 176986 c,HD 176986,16.8124,0.11873,,2097.98531461,22.9,558.0,4931.0,0.782,0.789,Radial Velocity,2017.0,0,27.7843
HD 176986 d,HD 176986,61.376,0.28149,2.49,6.76,4.09,363.0,4931.0,0.782,0.789,Radial Velocity,2026.0,0,27.7843
HD 177565 b,HD 177565,44.505,0.246,4.0,15.1,,,5627.0,0.971489,1.0,Radial Velocity,2017.0,0,16.9179
HD 177830 b,HD 177830,410.10001,1.14,13.5,537.1327,,,4901.0,3.26,1.7,Radial Velocity,1999.0,0,62.7674
HD 177830 c,HD 177830,110.9,0.5137,7.87,47.6725,,,4949.0,2.62,1.47,Radial Velocity,2010.0,0,62.7674
HD 178911 B b,HD 178911 B,71.484,0.34,12.6,2552.1749,,,5588.0,1.08,1.24,Radial Velocity,2001.0,0,40.9727
HD 179949 b,HD 179949,3.092514,0.0443,13.9,291.12,,,6168.0,1.266865,1.21,Radial Velocity,2000.0,0,27.4573
HD 180053 b,HD 180053,213.72,0.843,13.3,697.31902,,,5131.0,4.06,1.75,Radial Velocity,2018.0,0,137.043
HD 18015 b,HD 18015,2278.0,3.87,13.1,1048.8337431,,,5603.0,3.13,1.49,Radial Velocity,2018.0,0,123.801
HD 180314 b,HD 180314,394.73,1.448,12.0,7216.92963775,,,4917.0,9.2,2.6,Radial Velocity,2010.0,0,122.362
HD 180617 b,HD 180617,105.911,0.343,3.53,12.214,,,3534.0,0.481,0.484,Radial Velocity,2018.0,0,5.91059
HD 180902 b,HD 180902,510.9,1.4,13.5,535.54355,,,4961.0,4.16,1.41,Radial Velocity,2009.0,0,104.577
HD 181234 b,HD 181234,7593.40512,7.427,12.5,2980.91262925,,,5386.0,1.059423,0.94,Radial Velocity,2019.0,0,47.7458
HD 181342 b,HD 181342,564.1,1.592,13.2,807.2882,,,4945.0,4.71,1.69,Radial Velocity,2009.0,0,120.391
HD 18143 b,HD 18143,10.2851,0.088,3.28,10.80616584,,,5078.0,0.87,0.85,Radial Velocity,2022.0,0,22.5243
HD 18143 c,HD 18143,28982.41764,17.53,12.5,3177.64841319,,,5078.0,0.87,0.85,Radial Velocity,2022.0,0,22.5243
HD 181433 d,HD 181433,6896.1,6.74,13.2,858.1366989,,,4918.0,0.79,0.86,Radial Velocity,2008.0,0,26.8762
HD 181720 b,HD 181720,956.0,1.85,14.0,127.132,,,5736.0,1.5,1.03,Radial Velocity,2009.0,0,60.2046
HD 183263 b,HD 183263,624.87404,1.46,13.1,1103.1824007,,,5948.0,1.23,1.06,Radial Velocity,2004.0,0,54.1955
HD 183263 c,HD 183263,4667.97841,5.585,12.5,2958.98246917,,,5948.0,1.23,1.06,Radial Velocity,2008.0,0,54.1955
HD 183579 b,HD 183579,17.471291,0.1322,3.49,20.4,58.1,752.0,5784.0,0.96,0.996,Transit,2021.0,0,57.2651
HD 184010 b,HD 184010,286.6,0.94,12.1,98.52680617,,,4971.0,4.86,1.35,Radial Velocity,2022.0,0,60.7993
HD 184010 c,HD 184010,484.3,1.334,11.8,95.3485221,,,4971.0,4.86,1.35,Radial Velocity,2022.0,0,60.7993
HD 184010 d,HD 184010,836.4,1.92,14.3,143.02278315,,,4971.0,4.86,1.35,Radial Velocity,2022.0,0,60.7993
HD 18438 b,HD 18438,803.0,2.1,12.1,6674.396547,,,3860.0,88.475,1.84,Radial Velocity,2023.0,0,224.146
HD 185269 b,HD 185269,6.83776,0.077,13.8,321.0083,,,5923.0,2.0,1.3,Radial Velocity,2006.0,0,51.9917
HD 185283 b,HD 185283,4060.0,4.6,13.6,413.1769291,,,4848.0,0.743303,0.8,Radial Velocity,2023.0,0,31.395
HD 18599 b,HD 18599,4.1374354,0.048,2.6,24.1,145.0,863.0,5145.0,0.767,0.863,Transit,2022.0,0,38.5653
HD 187085 b,HD 187085,1019.74,2.1,13.9,265.70588,,,6117.0,1.27,1.189,Radial Velocity,2006.0,0,45.8993
HD 187123 b,HD 187123,3.0965828,0.0426,14.2,166.218,,,5790.0,1.15043,1.04,Radial Velocity,1998.0,0,45.9548
HD 187123 c,HD 187123,3810.0,4.89,13.2,912.16752809,,,5790.0,1.15043,1.04,Radial Velocity,2008.0,0,45.9548
HD 18742 b,HD 18742,766.0,1.82,13.1,1080.622,,,4940.0,5.13,1.36,Radial Velocity,2011.0,0,162.685
HD 188015 b,HD 188015,461.2,1.203,13.6,476.72,,,5746.0,1.125296,1.09,Radial Velocity,2004.0,0,50.6706
HD 188641 b,HD 188641,14583.81038,12.027,11.9,9333.03117155,,,5897.32,1.94492,1.07,Radial Velocity,2022.0,0,64.3399
HD 189567 b,HD 189567,14.288,0.111,2.85,8.5,,,5726.0,1.04,0.83,Radial Velocity,2021.0,0,17.9055
HD 189567 c,HD 189567,33.688,0.197,2.54,7.0,,,5726.0,1.04,0.83,Radial Velocity,2021.0,0,17.9055
HD 189733 b,HD 189733,2.21857567,0.03126,12.66617,359.1479,356.0,1209.0,5052.0,0.75,0.79,Radial Velocity,2005.0,0,19.7638
HD 190007 b,HD 190007,11.724128,0.092,4.06,15.5,,,4610.0,0.79,0.77,Radial Velocity,2020.0,0,12.7141
HD 190228 b,HD 190228,1143.59858,2.406,12.9,1598.67688721,,,5360.0,2.58658,1.415,Radial Velocity,2022.0,0,62.7146
HD 190360 b,HD 190360,2892.0,3.963,13.5,533.95172376,,150.0,5552.0,1.201,0.991,Radial Velocity,2003.0,0,16.0069
HD 190360 c,HD 190360,17.1173,0.1296,5.44,25.42627256,,,5552.0,1.201,0.991,Radial Velocity,2005.0,0,16.0069
HD 190647 b,HD 190647,1176.45,2.231,13.4,630.89255,,,5656.0,1.376,1.069,Radial Velocity,2007.0,0,54.4738
HD 190984 b,HD 190984,4885.0,5.5,13.0,1137.82569706,,,5988.0,1.53,0.91,Radial Velocity,2009.0,0,148.187
HD 191806 b,HD 191806,1603.38923,2.749,12.5,2966.61035094,,,6010.0,1.40223,1.07,Radial Velocity,2016.0,0,65.6668
HD 191939 b,HD 191939,8.8803256,0.0804,3.41,10.0,100.0,880.0,5348.0,0.94,0.81,Transit,2020.0,0,53.6089
HD 191939 c,HD 191939,28.579743,0.1752,3.195,8.0,21.0,600.0,5348.0,0.94,0.81,Transit,2020.0,0,53.6089
HD 191939 d,HD 191939,38.353037,0.2132,2.995,2.8,14.3,540.0,5348.0,0.94,0.81,Transit,2020.0,0,53.6089
HD 191939 e,HD 191939,101.12,0.407,13.0,112.2,3.9,390.0,5348.0,0.94,0.81,Radial Velocity,2022.0,0,53.6089
HD 191939 f,HD 191939,2898.0,3.71,13.2,915.34581216,,125.0,5348.0,0.94,0.81,Radial Velocity,2022.0,0,53.6089
HD 191939 g,HD 191939,284.0,0.812,3.74,13.5,0.99,278.0,5348.0,0.94,0.81,Radial Velocity,2022.0,0,53.6089
HD 192263 b,HD 192263,24.3556,0.15,14.2,177.9848,,486.0,4976.0,0.74,0.66,Radial Velocity,1999.0,0,19.6359
HD 192310 b,HD 192310,74.72,0.32,4.27,16.9,,355.0,5166.0,0.857922,0.8,Radial Velocity,2011.0,0,8.79687
HD 192310 c,HD 192310,525.8,1.18,5.25,24.0,,185.0,5166.0,0.857922,0.8,Radial Velocity,2011.0,0,8.79687
HD 192699 b,HD 192699,340.94,1.063,13.4,666.17168,,,5041.0,4.41,1.38,Radial Velocity,2007.0,0,71.8627
HD 194490 b,HD 194490,13092.18348,11.116,12.4,3561.90295725,,,5861.32,1.14911,1.06,Radial Velocity,2022.0,0,80.2349
HD 195019 b,HD 195019,18.20132,0.14,13.0,1264.9634,,,5751.0,1.48,1.21,Radial Velocity,1998.0,0,37.6681
HD 196050 b,HD 196050,1392.0,2.65,12.9,1493.7935129,,,5879.0,1.42,1.27,Radial Velocity,2002.0,0,50.6742
HD 196067 b,HD 196067,3413.7,4.71,12.4,3623.2438398,,,6072.0,1.71,1.16,Radial Velocity,2012.0,0,39.9346
HD 19615 b,HD 19615,402.0,1.1,12.6,2701.5414595,,,4263.0,32.3,1.1,Radial Velocity,2022.0,0,265.155
HD 196885 A b,HD 196885 A,1333.0,2.37,13.2,819.97,,,6254.0,1.31,1.28,Radial Velocity,2007.0,0,34.1692
HD 197037 b,HD 197037,1035.7,2.07,13.9,251.0,,,6150.0,1.105,1.11,Radial Velocity,2012.0,0,33.1944
HD 199509 b,HD 199509,99.62167,0.426,7.43,43.22466335,,,5796.02,0.92,1.04,Radial Velocity,2022.0,0,24.3056
HD 19994 b,HD 19994,466.2,1.305,13.6,435.41,,,6188.0,1.79647,1.365,Radial Velocity,2003.0,0,22.5242
HD 20003 b,HD 20003,11.8482,0.0974,3.43,11.66,,,5494.0,0.921637,0.875,Radial Velocity,2019.0,0,41.8316
HD 20003 c,HD 20003,33.9239,0.1964,3.89,14.44,,,5494.0,0.921637,0.875,Radial Velocity,2019.0,0,41.8316
HD 200964 b,HD 200964,606.3,1.565,13.5,508.21017,,,4982.0,4.92,1.39,Radial Velocity,2010.0,0,72.5922
HD 200964 c,HD 200964,852.5,1.96,13.7,385.84562,,,4982.0,4.92,1.39,Radial Velocity,2010.0,0,72.5922
HD 202206 c,HD 202206,1260.0,2.41,12.2,5689.157,,,5766.0,1.04,1.07,Radial Velocity,2004.0,0,45.9665
HD 202772 A b,HD 202772 A,3.3088775,0.05208,18.2370116,323.54931833,3770.0,2181.0,6442.0,2.554,1.721,Transit,2019.0,0,161.498
HD 203030 b,HD 203030,,487.1,14.4595851,3496.112477,,1040.0,5603.0,0.856458,0.94,Imaging,2006.0,0,39.2503
HD 20329 b,HD 20329,0.926118,0.018,1.72,7.42,3474.0,2141.0,5596.0,1.13,0.9,Transit,2022.0,0,63.6796
HD 203387 b,HD 203387,512.5352,1.771,13.1,1106.04285636,,,5174.32,10.5852,2.817,Radial Velocity,2022.0,0,61.7477
HD 203387 c,HD 203387,2481.07227,5.067,12.6,2378.9456264,,,5174.32,10.5852,2.817,Radial Velocity,2022.0,0,61.7477
HD 2039 b,HD 2039,1120.0,2.2,12.7,1999.1507,,,5945.0,1.19,1.23,Radial Velocity,2002.0,0,85.6922
HD 204313 b,HD 204313,2041.11539,3.185,12.9,1466.7780983,,,5767.0,1.1,1.03,Radial Velocity,2010.0,0,47.7945
HD 204313 c,HD 204313,34.95875,0.211,4.31,17.16273398,,,5767.0,1.1,1.03,Radial Velocity,2015.0,0,47.7945
HD 204313 e,HD 204313,7325.64666,7.457,12.2,4868.17771002,,,5767.0,1.1,1.03,Radial Velocity,2022.0,0,47.7945
HD 204941 b,HD 204941,1733.0,2.55,10.1,73.1009,,,5026.0,0.78,0.58,Radial Velocity,2011.0,0,28.7165
HD 205158 b,HD 205158,25.33798,0.177,13.9,124.58873554,,,6133.55,1.87741,1.16,Radial Velocity,2022.0,0,86.6159
HD 205739 b,HD 205739,279.8,0.896,13.6,435.41,,,6176.0,1.33,1.22,Radial Velocity,2008.0,0,92.5087
HD 206255 b,HD 206255,96.045,0.461,6.47,34.2,,,5635.0,2.221489,1.42,Radial Velocity,2019.0,0,75.2363
HD 206610 b,HD 206610,673.2,1.74,13.4,647.10188,,,4842.0,6.12,1.55,Radial Velocity,2009.0,0,147.192
HD 206893 b,HD 206893,9350.0,9.6,14.01122587,8899.195396,,1429.2,6500.0,1.31116,1.32,Imaging,2021.0,0,40.7583
HD 206893 c,HD 206893,2090.0,3.53,16.36511182,4036.4207689,,1181.9,6500.0,1.31116,1.32,Imaging,2022.0,0,40.7583
HD 207496 b,HD 207496,6.441008,0.0629,2.25,6.1,72.9,743.0,4819.0,0.769,0.8,Transit,2023.0,0,23.606
HD 20781 b,HD 20781,5.3135,0.0529,1.21,1.93,,,5256.0,0.833609,0.7,Radial Velocity,2019.0,0,35.9715
HD 20781 c,HD 20781,13.8905,0.1004,2.17,5.33,,,5256.0,0.833609,0.7,Radial Velocity,2019.0,0,35.9715
HD 20781 d,HD 20781,29.158,0.1647,3.25,10.61,,,5256.0,0.833609,0.7,Radial Velocity,2019.0,0,35.9715
HD 20781 e,HD 20781,85.5073,0.3374,3.83,14.03,,,5256.0,0.833609,0.7,Radial Velocity,2019.0,0,35.9715
HD 20782 b,HD 20782,597.0643,1.3649,13.6,472.83,,,5782.13,1.12681,1.04,Radial Velocity,2006.0,0,35.9864
HD 207832 b,HD 207832,160.07,0.586,14.2,177.9848,,,5726.0,0.89,1.05,Radial Velocity,2012.0,0,58.9291
HD 207832 c,HD 207832,1155.7,2.112,14.0,232.0159,,,5710.0,0.901,0.94,Radial Velocity,2012.0,0,58.9291
HD 207897 b,HD 207897,16.20166,0.117,2.34302132,14.8,26.5,581.75,5106.0,0.7827,0.8208,Transit,2021.0,0,28.2938
